codigoFipe,modelo,anoModelo1,anoReferencia1,valor1,anoModelo2,anoReferencia2,valor2
008122-1,Q7 4.2 V8 40V 350cv Quattro Tiptronic,2010,2016,144020.0,2010,2019,105710.0
008023-3,A4 2.8 30V  Tiptronic/ Aut.,2001,2021,23161.0,2001,2015,28814.0
008032-2,A3 1.6 3p,2003,2019,17285.0,2003,2012,20798.0
008063-2,S4 2.7 Turbo Quattro Mec.,2001,2010,63396.0,2001,2012,53194.0
008132-9,A4 2.0 16V TFSI 183/180cv Multitronic,2014,2018,78234.0,2014,2020,64719.0
008178-7,A6 3.0 TFSI V6 Quattro S tronic 4p,2022,2013,295650.0,2022,2014,299000.0
008009-8,A4 1.8 Avant Mec.,2001,2011,28863.0,2001,2012,28617.0
008047-0,A4 1.8  Aut.,2001,2017,22075.0,2001,2009,37015.0
008125-6,A4 3.2 FSI Cabriolet 24V 255cv Multitron,2007,2013,124892.0,2022,2008,336488.0
008015-2,Avant RS2,1995,2019,67596.0,1995,2020,73251.0
008099-3,S6 4.2 V8 40V Quattro Mec,2001,2018,48839.0,2001,2011,75963.0
008258-9,E-TRON Performa. Black Aut. (Elétrico),2022,2020,538015.0,2022,2022,665254.0
008222-8,A4 Limited Edition 2.0 TFSI S tronic,2022,2019,208540.0,2022,2018,212427.0
008159-0,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2022,2014,141750.0,2022,2014,142350.0
008036-5,A4 2.8 Avant V6 12V,1997,2013,19971.0,1997,2021,16411.0
008019-5,A4 2.4 30V Tip./Multitronic,2004,2017,38363.0,2004,2014,44209.0
008015-2,Avant RS2,1995,2019,67596.0,1995,2013,63819.0
008082-9,A4 2.4 Avant V6 30V Quattro Tiptronic,2001,2019,25113.0,2001,2014,32347.0
008066-7,S3 1.8 225cv Turbo Quattro,2003,2017,44286.0,2003,2010,57179.0
008087-0,A4 2.8 Avant V6 30V Quattro Mec.,2001,2008,58669.0,2001,2021,23734.0
008172-8,A1 Sport 1.4 TFSI 185cv 3p S-tronic,2014,2015,80743.0,2022,2014,103913.0
008065-9,S8 4.2 Quattro Tiptronic,2000,2017,72985.0,2000,2019,70351.0
008107-8,A4 3.0 Avant 30V 218cv Multitronic 5p,2006,2011,78215.0,2006,2012,70123.0
008075-6,TT Roadster 1.8 TB Quattro 225cv (Conv.),2006,2021,90310.0,2006,2022,100937.0
008117-5,A3 Sportback 1.6 8V 102cv 5p,2022,2008,109155.0,2010,2014,66780.0
008267-8,Q3 Black S Line 1.4 TFSI S-tronic,2022,2021,284546.0,2022,2022,289233.0
008111-6,RS6 4.2 Avant  BI-TB Quattro Tiptron. 5p,2004,2013,142584.0,2004,2018,103690.0
008171-0,A4 2.0 Avant 16V TFSI Quattro Stronic,2014,2020,100198.0,2022,2013,174227.0
008103-5,A6 3.0 V6 30V 218cv Multitronic 4p,2006,2015,65666.0,2006,2013,79676.0
008034-9,TT 1.8 TB 180cv,2006,2010,117999.0,2022,2008,208132.0
008108-6,A4 3.0 Cabriolet 30V 218cv Multitronic,2004,2020,88064.0,2004,2016,98940.0
008142-6,TTS Roadster 2.0 TB FSI Quattro S Tronic,2018,2020,275125.0,2022,2011,294917.0
008010-1,A4 1.8 Avant Turbo Mec.,2001,2016,24344.0,2001,2013,26380.0
008041-1,A3 1.8 5p Mec.,2006,2017,22635.0,2006,2009,44749.0
008071-3,A3 1.8 Turbo 180cv 5p Aut./ Tip.,2022,2008,87155.0,2006,2018,25097.0
008160-4,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2022,2013,177845.0,2022,2012,187814.0
008061-6,A6 4.2 Avant Quattro Tiptronic,2006,2020,75782.0,2006,2009,182632.0
008053-5,A6 2.8 Avant 30V Mec.,2001,2015,36882.0,2001,2017,33453.0
008090-0,A6 2.4 V6 30V Quattro Tiptronic,2001,2017,34226.0,2001,2021,29161.0
008030-6,100 2.8 V6,1995,2011,19431.0,1995,2021,11951.0
008063-2,S4 2.7 Turbo Quattro Mec.,2001,2010,63396.0,2001,2014,51801.0
008036-5,A4 2.8 Avant V6 12V,1997,2013,19971.0,1997,2014,18748.0
008157-4,RS3 Sportback 2.5 TFSI Quattro S-tronic,2018,2020,271321.0,2018,2022,410716.0
008018-7,A4 2.4 30V Mec.,2001,2020,19527.0,2001,2011,31111.0
008034-9,TT 1.8 TB 180cv,2006,2010,117999.0,2006,2018,86688.0
008116-7,A3 1.6 8V 102cv 3p,2007,2010,59276.0,2007,2009,69587.0
008117-5,A3 Sportback 1.6 8V 102cv 5p,2022,2008,109155.0,2022,2012,90697.0
008148-5,RS6 5.0 FSI V10 Bi-TB Quattro Tip.,2011,2020,352352.0,2011,2016,388340.0
008004-7,80 S2 Avant,1995,2015,21318.0,1995,2018,18965.0
008062-4,A8 4.2 Quattro Tiptronic,2013,2021,264986.0,2022,2015,521744.0
008103-5,A6 3.0 V6 30V 218cv Multitronic 4p,2006,2015,65666.0,2006,2018,51254.0
008080-2,80 2.6/ 2.8,1995,2009,21293.0,1995,2022,20645.0
008210-4,A1 Sport. S Edition 1.4 TFSI 5p S-tronic,2017,2018,109332.0,2017,2019,93916.0
008204-0,A1 Sportback 1.8 TFSI 192cv 5p S-tronic,2022,2018,129625.0,2018,2021,144591.0
008071-3,A3 1.8 Turbo 180cv 5p Aut./ Tip.,2022,2008,87155.0,2006,2018,25571.0
008040-3,A3 1.6 5p,2006,2016,24369.0,2006,2019,22484.0
008173-6,A1 Sportback 1.4 TFSI 5p S-tronic,2022,2019,117120.0,2022,2018,118335.0
008044-6,A3 1.8 Turbo 5p Mec.,2006,2019,23528.0,2006,2021,31387.0
008115-9,A8 6.0 W12 48V 450cv Quattro Tiptronic,2022,2008,653496.0,2006,2016,247523.0
008015-2,Avant RS2,1995,2019,67596.0,1995,2013,64996.0
008152-3,Q7 3.0 V6 TFSI  Quat.Tip.5p/ Performance,2022,2016,397971.0,2022,2021,559965.0
008103-5,A6 3.0 V6 30V 218cv Multitronic 4p,2006,2015,65666.0,2006,2022,48560.0
008103-5,A6 3.0 V6 30V 218cv Multitronic 4p,2006,2015,65666.0,2006,2013,79030.0
008092-6,A6 2.4 Avant V6 30V Quattro Tiptronic,2001,2018,35434.0,2001,2019,32677.0
008022-5,A4 2.8 30V Mec.,2001,2013,26487.0,2001,2017,23258.0
008143-4,S6 5.2 FSI V10 435cv Quattro Tiptronic,2011,2013,270739.0,2022,2011,393333.0
008100-0,RS4 2.7 Avant V6 30V BI-TB Quattro 380cv,2001,2012,98200.0,2001,2008,136057.0
008082-9,A4 2.4 Avant V6 30V Quattro Tiptronic,2001,2019,25113.0,2001,2014,31809.0
008128-0,A6 3.2 FSI 24V 255cv Multitronic,2008,2015,99679.0,2008,2012,144378.0
008135-3,A4 3.2 FSI Avant 24V Quattro S Tronic,2012,2014,214384.0,2012,2014,211990.0
008023-3,A4 2.8 30V  Tiptronic/ Aut.,2001,2021,23161.0,2001,2011,31821.0
008145-0,A5 Sportback 2.0 16V TFSI 211cv Multi.,2011,2020,68438.0,2011,2022,78100.0
008024-1,A6 2.4 30V Mec,2001,2018,24884.0,2001,2009,59438.0
008061-6,A6 4.2 Avant Quattro Tiptronic,2006,2020,75782.0,2006,2019,78038.0
008024-1,A6 2.4 30V Mec,2001,2018,24884.0,2001,2011,44230.0
008043-8,A3 1.8 3p Aut.,2004,2022,24134.0,2004,2013,25065.0
008057-8,A3 1.6 5p Aut.,2003,2009,33978.0,2003,2008,41525.0
008019-5,A4 2.4 30V Tip./Multitronic,2004,2017,38363.0,2004,2009,83096.0
008049-7,A4 1.8 Avant Turbo Tip./ Multitronic,2008,2011,81381.0,2016,2022,114467.0
008105-1,A6 3.0 Avant V6 30V 218cv Multitronic 5p,2007,2013,113989.0,2007,2014,111794.0
008174-4,A1 Sportback 1.4 TFSI 185cv 5p S-tronic,2015,2020,68292.0,2015,2018,83392.0
008094-2,A6 2.8 V6 30V Quattro Tiptronic,2001,2011,44296.0,2001,2014,48193.0
008080-2,80 2.6/ 2.8,1995,2009,21293.0,1995,2013,15451.0
008046-2,A3 1.8 Turbo 3p Aut.,2003,2016,21144.0,2003,2015,23441.0
008160-4,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2022,2013,177845.0,2022,2019,227164.0
008019-5,A4 2.4 30V Tip./Multitronic,2004,2017,38363.0,2004,2020,33845.0
008061-6,A6 4.2 Avant Quattro Tiptronic,2006,2020,75782.0,2006,2017,86745.0
008125-6,A4 3.2 FSI Cabriolet 24V 255cv Multitron,2007,2013,124892.0,2022,2008,330125.0
008248-1,Q5 S-Line 2.0 TFSI Quattro S-tronic,2022,2019,257416.0,2022,2020,278050.0
008034-9,TT 1.8 TB 180cv,2006,2010,117999.0,2006,2021,82468.0
008039-0,S6 Plus 4.2 V8 32V,1998,2017,32757.0,1998,2009,48352.0
008134-5,Q5 2.0 16V TFSI Quattro S Tronic,2013,2020,97569.0,2022,2015,201818.0
008070-5,A4 1.8 Turbo,2001,2017,20903.0,2001,2021,21272.0
008116-7,A3 1.6 8V 102cv 3p,2007,2010,59276.0,2007,2016,36393.0
008012-8,A6 2.8,1997,2015,17911.0,1997,2016,17616.0
008148-5,RS6 5.0 FSI V10 Bi-TB Quattro Tip.,2011,2020,352352.0,2011,2021,346595.0
008063-2,S4 2.7 Turbo Quattro Mec.,2001,2010,63396.0,2001,2008,90467.0
008063-2,S4 2.7 Turbo Quattro Mec.,2001,2010,63396.0,2001,2013,54024.0
008078-0,S6 2.2 Avant 20V TB,1997,2021,20380.0,1997,2018,21524.0
008181-7,A3 Sport 1.8 16V TFSI S-tronic 3p,2014,2017,76028.0,2014,2022,91981.0
008062-4,A8 4.2 Quattro Tiptronic,2013,2021,264986.0,2013,2021,266506.0
008052-7,A6 2.4 Avant 30V Tip./ Multitronic,2003,2012,58710.0,2003,2018,43153.0
008098-5,S6 4.2 V8 40V Quattro Tiptronic,2004,2010,150002.0,2004,2017,86606.0
008069-1,S4 2.7 Avant Turbo Quattro,2001,2017,49145.0,2001,2016,51687.0
008014-4,A8 4.2 V8 32V Tiptronic,2000,2022,53235.0,2000,2009,103425.0
008222-8,A4 Limited Edition 2.0 TFSI S tronic,2022,2019,208540.0,2022,2018,213547.0
008154-0,A7 Sportback 3.0 TFSI Quattro S Tronic,2018,2020,313684.0,2018,2020,304342.0
008094-2,A6 2.8 V6 30V Quattro Tiptronic,2001,2011,44296.0,2001,2020,34961.0
008044-6,A3 1.8 Turbo 5p Mec.,2006,2019,23528.0,2006,2009,44070.0
008163-9,S4 3.0 Avant TFSI V6 24V Quattro Stronic,2022,2015,327517.0,2014,2015,286248.0
008078-0,S6 2.2 Avant 20V TB,1997,2021,20380.0,1997,2016,23191.0
008012-8,A6 2.8,1997,2015,17911.0,1997,2015,18370.0
008058-6,A6 2.7 30V Mec.,2000,2011,52334.0,2000,2010,53840.0
008062-4,A8 4.2 Quattro Tiptronic,2013,2021,264986.0,2013,2019,318295.0
008150-7,A6 3.0 Avant. TB FSI V6 Quattro Tip. 5p,2012,2020,131654.0,2012,2018,191654.0
008154-0,A7 Sportback 3.0 TFSI Quattro S Tronic,2018,2020,313684.0,2022,2014,365020.0
008102-7,A4 3.0 30V 218cv Multitronic 4p,2006,2017,49812.0,2006,2020,39805.0
008173-6,A1 Sportback 1.4 TFSI 5p S-tronic,2022,2019,117120.0,2018,2020,94610.0
008087-0,A4 2.8 Avant V6 30V Quattro Mec.,2001,2008,58669.0,2001,2012,35001.0
008110-8,A4 3.0 Avant 30V 218cv Quattro Tiptronic,2003,2017,54962.0,2003,2017,54825.0
008052-7,A6 2.4 Avant 30V Tip./ Multitronic,2003,2012,58710.0,2003,2020,41176.0
008247-3,A4 Prestige 2.0 TFSI 190cv S-tronic,2022,2022,291981.0,2022,2021,274860.0
008114-0,S4 4.2 Avant V8 40V 344cv Quattro Tipt.,2005,2009,201362.0,2005,2022,115425.0
008146-9,R8 5.2 V10 Quattro R-tronic/S-tronic,2022,2021,1386655.0,2022,2018,1164623.0
008134-5,Q5 2.0 16V TFSI Quattro S Tronic,2013,2020,97569.0,2013,2017,133211.0
008139-6,A5 3.2 FSI V6 24V 269cv Quattro Tiptroni,2011,2020,87458.0,2022,2012,272381.0
008082-9,A4 2.4 Avant V6 30V Quattro Tiptronic,2001,2019,25113.0,2001,2018,25964.0
008177-9,A1 2.0 TFSI Quattro 256cv 3p,2013,2020,147120.0,2013,2015,179852.0
008121-3,A4 2.0 Avant TFSI 200/214cv Multitron.,2011,2013,121866.0,2011,2021,63036.0
008024-1,A6 2.4 30V Mec,2001,2018,24884.0,2001,2017,27008.0
008142-6,TTS Roadster 2.0 TB FSI Quattro S Tronic,2018,2020,275125.0,2022,2016,314590.0
008038-1,S6 2.2 20V TB,1997,2014,24028.0,1997,2009,28531.0
008123-0,A4 3.2 FSI 24V 255cv Multitronic,2008,2014,107242.0,2008,2017,65097.0
008207-4,A4 Launch Edition 2.0 TFSI 190cv S troni,2017,2020,117791.0,2022,2018,178040.0
008059-4,A6 2.7 30V Avant Tiptronic,2001,2017,50828.0,2001,2016,52400.0
008016-0,S6 Plus 4.2 Avant V8 32V,1998,2022,35039.0,1998,2018,33485.0
008146-9,R8 5.2 V10 Quattro R-tronic/S-tronic,2022,2021,1386655.0,2022,2018,1125000.0
008223-6,A3 Cabriolet Ambition 2.0 TFSI S-tronic,2018,2021,186123.0,2018,2020,166678.0
008038-1,S6 2.2 20V TB,1997,2014,24028.0,1997,2019,17732.0
008134-5,Q5 2.0 16V TFSI Quattro S Tronic,2013,2020,97569.0,2022,2010,214435.0
008194-9,RS7 Sportback 4.0 TFSI Quattro Tiptronic,2022,2021,944875.0,2022,2018,738442.0
008072-1,A3 1.8 Turbo 180cv 5p Mec.,2006,2021,26022.0,2006,2010,42386.0
008086-1,A4 2.8 V6 30V Quattro Mec.,2001,2011,37872.0,2001,2017,24563.0
008035-7,TT 1.8 TB Quattro 225cv,2006,2010,123291.0,2006,2010,128713.0
008025-0,A6 2.4 30V Tip./Multitronic,2003,2012,62587.0,2003,2013,60297.0
008032-2,A3 1.6 3p,2003,2019,17285.0,2003,2018,18753.0
008176-0,TTRS 2.5 TFSI QUATTRO S Tronic,2022,2014,382150.0,2022,2013,379015.0
008067-5,A6 2.7 Quattro Tiptronic,2004,2018,47211.0,2004,2008,165016.0
008077-2,80 2.0 Avant,1995,2009,19104.0,1995,2008,20351.0
008173-6,A1 Sportback 1.4 TFSI 5p S-tronic,2022,2019,117120.0,2018,2022,108382.0
008016-0,S6 Plus 4.2 Avant V8 32V,1998,2022,35039.0,1998,2020,31467.0
008042-0,A3 1.8 5p Aut.,2006,2021,25488.0,2006,2016,26091.0
008006-3,A3 1.8 Turbo 3p Mec.,2004,2009,39328.0,2004,2014,24707.0
008005-5,A3 1.8 3p,2004,2016,21465.0,2004,2010,29301.0
008068-3,A6 2.7 Avant Quattro Tiptronic,2002,2013,69439.0,2002,2021,46102.0
008153-1,A1 1.4 TFSI 122cv S-tronic 3p,2022,2014,87420.0,2022,2015,84710.0
008139-6,A5 3.2 FSI V6 24V 269cv Quattro Tiptroni,2011,2020,87458.0,2011,2014,163795.0
008202-3,S6 4.0 TFSI Quattro S-Tronic 4p,2016,2022,363634.0,2016,2019,343475.0
008041-1,A3 1.8 5p Mec.,2006,2017,22635.0,2006,2014,25252.0
008008-0,A4 1.8 Tip./ Multitronic Turbo,2016,2019,91596.0,2016,2019,91354.0
008064-0,S8 4.2 Quattro Mec.,2000,2010,90554.0,2000,2018,66495.0
008084-5,A4 2.4 V6 30V Quattro Tiptronic,2001,2015,31570.0,2001,2018,27902.0
008094-2,A6 2.8 V6 30V Quattro Tiptronic,2001,2011,44296.0,2001,2009,69605.0
008145-0,A5 Sportback 2.0 16V TFSI 211cv Multi.,2011,2020,68438.0,2011,2018,78618.0
008082-9,A4 2.4 Avant V6 30V Quattro Tiptronic,2001,2019,25113.0,2001,2017,26074.0
008159-0,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2022,2014,141750.0,2018,2022,167394.0
008064-0,S8 4.2 Quattro Mec.,2000,2010,90554.0,2000,2022,67048.0
008167-1,S5 Coupê 3.0 TFSI Quattro Stronic,2013,2018,276412.0,2013,2015,299283.0
008013-6,A6 2.8 Avant,1997,2016,18097.0,1997,2010,23683.0
008061-6,A6 4.2 Avant Quattro Tiptronic,2006,2020,75782.0,2006,2011,142563.0
008180-9,A6 Allroad 3.0 TFSI V6 Quattro S tronic,2017,2019,327590.0,2017,2020,290416.0
008043-8,A3 1.8 3p Aut.,2004,2022,24134.0,2004,2020,18603.0
008208-2,A4 Attraction 2.0 TFSI 190cv S tronic,2022,2017,158961.0,2018,2022,134025.0
008211-2,A4 2.0 Avant Ambie. 2.0 16V TFSi S tron.,2022,2017,192970.0,2018,2019,151885.0
008051-9,A6 2.4 Avant 30V Mec.,2001,2008,70511.0,2001,2013,40143.0
008160-4,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2022,2013,177845.0,2018,2022,172352.0
008131-0,A5 3.2 FSI 24V 269cv Multitronic,2009,2015,98278.0,2009,2012,155250.0
008016-0,S6 Plus 4.2 Avant V8 32V,1998,2022,35039.0,1998,2020,31314.0
008018-7,A4 2.4 30V Mec.,2001,2020,19527.0,2001,2014,23870.0
008086-1,A4 2.8 V6 30V Quattro Mec.,2001,2011,37872.0,2001,2013,27487.0
008124-8,A4 3.2 FSI Avant 24V 255cv Multitronic,2008,2016,77898.0,2008,2015,122123.0
008147-7,R8 4.2 V8 426cv Quattro R-tronic,2012,2018,413554.0,2012,2021,386953.0
008162-0,S4 3.0 TFSI V6 24V Quattro Stronic,2014,2017,236281.0,2014,2022,185756.0
008112-4,RS6 4.2 450cv BI-TB Quattro Tiptronic 4p,2004,2021,93667.0,2004,2009,194929.0
008114-0,S4 4.2 Avant V8 40V 344cv Quattro Tipt.,2005,2009,201362.0,2005,2014,151375.0
008066-7,S3 1.8 225cv Turbo Quattro,2003,2017,44286.0,2003,2012,53210.0
008028-4,S8 4.2 Mec,1998,2017,43028.0,1998,2017,44635.0
008031-4,100 S-4 2.2 Avant Turbo,1995,2014,19070.0,1995,2017,18928.0
008097-7,S6 4.2 Avant V8 40V Quattro Tiptronic,2001,2010,95455.0,2001,2012,86311.0
008120-5,A4 2.0 16V TFSI 200/ 214cv Multitronic,2011,2019,57617.0,2011,2020,51301.0
008123-0,A4 3.2 FSI 24V 255cv Multitronic,2008,2014,107242.0,2008,2012,134201.0
008088-8,A4 2.8 Avant V6 30V Quattro Tiptronic,2001,2013,40377.0,2001,2009,54621.0
008079-9,Allroad 2.7 30V Quattro Turbo Tiptronic,2005,2018,52839.0,2005,2013,59525.0
008105-1,A6 3.0 Avant V6 30V 218cv Multitronic 5p,2007,2013,113989.0,2007,2010,141577.0
008256-2,A3 Sed. Perform. Black 2.0 TFSI S-tronic,2022,2022,291254.0,2022,2020,202098.0
008024-1,A6 2.4 30V Mec,2001,2018,24884.0,2001,2018,27291.0
008011-0,A4 2.8,1997,2012,18565.0,1997,2008,28010.0
008136-1,A6 3.0 TB FSI V6 Quattro Tiptronic,2012,2017,157545.0,2012,2020,120196.0
008053-5,A6 2.8 Avant 30V Mec.,2001,2015,36882.0,2001,2014,37519.0
008020-9,A4 2.4 30V Avant Mec.,2001,2021,22646.0,2001,2009,49834.0
008014-4,A8 4.2 V8 32V Tiptronic,2000,2022,53235.0,2000,2021,46150.0
008124-8,A4 3.2 FSI Avant 24V 255cv Multitronic,2008,2016,77898.0,2008,2020,55551.0
008135-3,A4 3.2 FSI Avant 24V Quattro S Tronic,2012,2014,214384.0,2022,2013,252426.0
008231-7,A5 Sportb.Prestige Plus 2.0 TFSI S-tronc,2022,2021,284895.0,2022,2020,221745.0
008160-4,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2022,2013,177845.0,2022,2018,213670.0
008171-0,A4 2.0 Avant 16V TFSI Quattro Stronic,2014,2020,100198.0,2014,2016,147121.0
008083-7,A4 2.4 V6 30V Quattro Mec.,2001,2009,42432.0,2001,2010,37298.0
008044-6,A3 1.8 Turbo 5p Mec.,2006,2019,23528.0,2006,2021,26000.0
008029-2,S8 4.2 Tiptronic,2001,2013,87936.0,2001,2009,110020.0
008208-2,A4 Attraction 2.0 TFSI 190cv S tronic,2022,2017,158961.0,2022,2018,165542.0
008248-1,Q5 S-Line 2.0 TFSI Quattro S-tronic,2022,2019,257416.0,2022,2021,381294.0
008045-4,A3 1.8 Turbo 5p Aut.,2006,2019,23576.0,2006,2012,29799.0
008125-6,A4 3.2 FSI Cabriolet 24V 255cv Multitron,2007,2013,124892.0,2007,2010,201123.0
008008-0,A4 1.8 Tip./ Multitronic Turbo,2016,2019,91596.0,2016,2021,99885.0
008079-9,Allroad 2.7 30V Quattro Turbo Tiptronic,2005,2018,52839.0,2005,2011,82949.0
008087-0,A4 2.8 Avant V6 30V Quattro Mec.,2001,2008,58669.0,2001,2020,23806.0
008067-5,A6 2.7 Quattro Tiptronic,2004,2018,47211.0,2004,2009,82379.0
008042-0,A3 1.8 5p Aut.,2006,2021,25488.0,2006,2014,27668.0
008113-2,S4 4.2 V8 40V 344cv Quattro Tiptronic,2005,2021,95081.0,2005,2022,100997.0
008174-4,A1 Sportback 1.4 TFSI 185cv 5p S-tronic,2015,2020,68292.0,2022,2014,107667.0
008177-9,A1 2.0 TFSI Quattro 256cv 3p,2013,2020,147120.0,2022,2013,194547.0
008206-6,A7 Sportback 2.0 TFSI S Tronic,2022,2018,320000.0,2016,2022,219988.0
008098-5,S6 4.2 V8 40V Quattro Tiptronic,2004,2010,150002.0,2004,2022,85139.0
008072-1,A3 1.8 Turbo 180cv 5p Mec.,2006,2021,26022.0,2022,2008,81525.0
008245-7,A4 Prestige Plus 2.0 TFSI 190cv S tronic,2022,2021,282652.0,2022,2021,303672.0
008025-0,A6 2.4 30V Tip./Multitronic,2003,2012,62587.0,2003,2016,51536.0
008014-4,A8 4.2 V8 32V Tiptronic,2000,2022,53235.0,2000,2015,59147.0
008003-9,80 2.8 Cabriolet,1999,2017,49972.0,1999,2019,43120.0
008165-5,A5 Cabriolet 2.0 TFSI Quattro Stronic,2022,2016,265210.0,2022,2016,258750.0
008111-6,RS6 4.2 Avant  BI-TB Quattro Tiptron. 5p,2004,2013,142584.0,2004,2019,97423.0
008035-7,TT 1.8 TB Quattro 225cv,2006,2010,123291.0,2006,2020,77376.0
008094-2,A6 2.8 V6 30V Quattro Tiptronic,2001,2011,44296.0,2001,2016,44898.0
008183-3,RS4 4.2 Avant 32V FSI Quattro S-tronic,2022,2014,442000.0,2015,2021,311273.0
008211-2,A4 2.0 Avant Ambie. 2.0 16V TFSi S tron.,2022,2017,192970.0,2018,2021,144692.0
008133-7,A4 2.0 Avant TFSI 183/180cv Multitroni,2014,2021,84845.0,2014,2017,88855.0
008041-1,A3 1.8 5p Mec.,2006,2017,22635.0,2006,2014,26036.0
008117-5,A3 Sportback 1.6 8V 102cv 5p,2022,2008,109155.0,2010,2016,56423.0
008082-9,A4 2.4 Avant V6 30V Quattro Tiptronic,2001,2019,25113.0,2001,2021,24278.0
008110-8,A4 3.0 Avant 30V 218cv Quattro Tiptronic,2003,2017,54962.0,2003,2012,81697.0
008117-5,A3 Sportback 1.6 8V 102cv 5p,2022,2008,109155.0,2010,2020,43936.0
008110-8,A4 3.0 Avant 30V 218cv Quattro Tiptronic,2003,2017,54962.0,2003,2013,61446.0
008110-8,A4 3.0 Avant 30V 218cv Quattro Tiptronic,2003,2017,54962.0,2003,2009,108287.0
008133-7,A4 2.0 Avant TFSI 183/180cv Multitroni,2014,2021,84845.0,2022,2015,140205.0
008078-0,S6 2.2 Avant 20V TB,1997,2021,20380.0,1997,2012,26360.0
008151-5,RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p,2015,2020,261296.0,2022,2012,435850.0
008034-9,TT 1.8 TB 180cv,2006,2010,117999.0,2006,2021,80069.0
008147-7,R8 4.2 V8 426cv Quattro R-tronic,2012,2018,413554.0,2012,2018,434100.0
008031-4,100 S-4 2.2 Avant Turbo,1995,2014,19070.0,1995,2014,19573.0
008187-6,A8 4.0 TFSI Quattro Tiptronic,2017,2021,506320.0,2022,2014,530296.0
008218-0,Q5 Ambition 2.0 TFSI Quattro S tronic,2018,2019,234900.0,2022,2017,292492.0
008032-2,A3 1.6 3p,2003,2019,17285.0,2003,2020,16998.0
008125-6,A4 3.2 FSI Cabriolet 24V 255cv Multitron,2007,2013,124892.0,2007,2013,124989.0
008186-8,Q5 2.0 16V TFSI 225cv Quattro Tiptronic,2022,2015,230883.0,2017,2022,189833.0
008181-7,A3 Sport 1.8 16V TFSI S-tronic 3p,2014,2017,76028.0,2014,2018,75633.0
008187-6,A8 4.0 TFSI Quattro Tiptronic,2017,2021,506320.0,2017,2021,515643.0
008069-1,S4 2.7 Avant Turbo Quattro,2001,2017,49145.0,2001,2012,67763.0
008068-3,A6 2.7 Avant Quattro Tiptronic,2002,2013,69439.0,2002,2010,79045.0
008037-3,A4 2.8 Avant V6 30V Mec.,2001,2009,43192.0,2001,2016,26352.0
008171-0,A4 2.0 Avant 16V TFSI Quattro Stronic,2014,2020,100198.0,2014,2020,104914.0
008023-3,A4 2.8 30V  Tiptronic/ Aut.,2001,2021,23161.0,2001,2021,24568.0
008177-9,A1 2.0 TFSI Quattro 256cv 3p,2013,2020,147120.0,2013,2015,177839.0
008124-8,A4 3.2 FSI Avant 24V 255cv Multitronic,2008,2016,77898.0,2008,2013,131333.0
008010-1,A4 1.8 Avant Turbo Mec.,2001,2016,24344.0,2001,2012,31243.0
008142-6,TTS Roadster 2.0 TB FSI Quattro S Tronic,2018,2020,275125.0,2022,2012,317230.0
008020-9,A4 2.4 30V Avant Mec.,2001,2021,22646.0,2001,2008,53599.0
008078-0,S6 2.2 Avant 20V TB,1997,2021,20380.0,1997,2016,23014.0
008061-6,A6 4.2 Avant Quattro Tiptronic,2006,2020,75782.0,2006,2019,77196.0
008081-0,A4 2.4 Avant V6 30V Quattro Mec.,2001,2010,49029.0,2001,2011,42466.0
008061-6,A6 4.2 Avant Quattro Tiptronic,2006,2020,75782.0,2006,2009,255852.0
008083-7,A4 2.4 V6 30V Quattro Mec.,2001,2009,42432.0,2001,2020,24250.0
008167-1,S5 Coupê 3.0 TFSI Quattro Stronic,2013,2018,276412.0,2022,2014,341300.0
008095-0,A6 2.8 Avant V6 30V Quattro Mec.,2001,2012,46927.0,2001,2020,33958.0
008028-4,S8 4.2 Mec,1998,2017,43028.0,1998,2008,90422.0
008133-7,A4 2.0 Avant TFSI 183/180cv Multitroni,2014,2021,84845.0,2014,2017,88411.0
008056-0,A3 1.6 3p Aut.,2003,2019,18233.0,2003,2022,25916.0
008032-2,A3 1.6 3p,2003,2019,17285.0,2003,2008,37277.0
008258-9,E-TRON Performa. Black Aut. (Elétrico),2022,2020,538015.0,2022,2021,562662.0
008147-7,R8 4.2 V8 426cv Quattro R-tronic,2012,2018,413554.0,2012,2020,362729.0
008182-5,Q5 3.0 V6 TFSI 272cv Quattro Tiptronic,2016,2022,183363.0,2016,2021,155255.0
008031-4,100 S-4 2.2 Avant Turbo,1995,2014,19070.0,1995,2009,27091.0
008115-9,A8 6.0 W12 48V 450cv Quattro Tiptronic,2022,2008,653496.0,2006,2009,451294.0
008158-2,R8 GT 5.2 V10 560cv Quattro R-tronic,2022,2013,1120000.0,2012,2017,795583.0
008071-3,A3 1.8 Turbo 180cv 5p Aut./ Tip.,2022,2008,87155.0,2006,2012,38720.0
008071-3,A3 1.8 Turbo 180cv 5p Aut./ Tip.,2022,2008,87155.0,2006,2009,51512.0
008177-9,A1 2.0 TFSI Quattro 256cv 3p,2013,2020,147120.0,2013,2019,158251.0
