id,codigoFipe,marca,modelo,anoModelo,mesReferencia,anoReferencia,valor
543502,005181-0,VW - VolksWagen,Gol City 1.6 Mi 8V 2p,2003,2,2018,11839.0
543503,005524-7,VW - VolksWagen,Nivus Launching Ed. 1.0 200 TSI Flex Aut,2022,2,2022,131205.0
543504,005134-9,VW - VolksWagen,Passat Turbo 1.8 Tiptronic,2005,9,2019,23549.0
543505,005141-1,VW - VolksWagen,Golf 2.0/2.0 T. Flex Mec.(Black & Silv),2011,8,2021,40354.0
543506,005077-6,VW - VolksWagen,Passat VR6 2.8,1996,4,2022,12215.0
543507,005417-8,VW - VolksWagen,up! cross I MOTION 1.0 T.Flex 12V 5p,2017,9,2018,44285.0
543508,005488-7,VW - VolksWagen,TIGUAN Allspac 250 TSI 1.4 Flex,2022,11,2021,160233.0
543509,005047-4,VW - VolksWagen,Logus Wolfsburg Edition 2000i,1997,5,2020,7965.0
543511,005371-6,VW - VolksWagen,Fox SELEÇÃO IMOTION 1.6 Mi T. Flex 8V 5p,2014,8,2022,43032.0
543512,005346-5,VW - VolksWagen,Gol (novo) 1.6 Mi Total Flex 8V 2p,2014,10,2019,27548.0
543513,005479-8,VW - VolksWagen,Polo 1.0 Flex 12V 5p,2022,12,2021,71743.0
543514,005236-1,VW - VolksWagen,Golf Flash 1.6 Mi/1.6 Mi Tot. Flex 8V 4p,2007,2,2018,24514.0
543515,005351-1,VW - VolksWagen,Gol TRACK 1.0 Mi Total Flex 8V 4p,2016,10,2019,37364.0
543516,005259-0,VW - VolksWagen,Golf Sportline 1.6 Mi Total Flex 8V 4p,2014,7,2018,45711.0
543517,005102-0,VW - VolksWagen,Santana CS/CD/CG,1986,2,2019,5193.0
543518,005288-4,VW - VolksWagen,Polo BLUEMOTION 1.6 Total Flex 8V 5p,2015,11,2017,43284.0
543519,005356-2,VW - VolksWagen,Golf GTi 2.0 TSI 220cv Aut.,2017,6,2022,158863.0
543520,005452-6,VW - VolksWagen,JETTA Trendline 1.4 TSI 16V 4p  Aut.,2017,6,2018,77278.0
543521,005152-7,VW - VolksWagen,Parati 1.0 Mi Summer 16v 4p,2002,12,2021,14646.0
543522,005181-0,VW - VolksWagen,Gol City 1.6 Mi 8V 2p,2003,4,2018,11911.0
543523,005526-3,VW - VolksWagen,Nivus Highline 1.0 200 TSI Flex Aut.,2022,4,2021,107546.0
543524,005105-5,VW - VolksWagen,Gol 2.0 Mi 2p,2002,12,2017,14236.0
543525,005110-1,VW - VolksWagen,Parati 2.0 Mi/ 2.0 Mi Track & Field,2005,10,2019,18818.0
543526,005246-9,VW - VolksWagen,Saveiro CROSSOVER 1.6 Mi Total Flex 8V,2007,12,2019,19129.0
543527,005076-8,VW - VolksWagen,Passat Variant VR6 2.8,1996,2,2020,10547.0
543528,005433-0,VW - VolksWagen,Fox Comfortline 1.0 Flex 12V 5p,2022,1,2018,48583.0
543529,005307-4,VW - VolksWagen,Fox 1.0 Mi Total Flex 8V 3p,2014,8,2017,29294.0
543530,005222-1,VW - VolksWagen,Saveiro City 1.8 Mi Total Flex 8V,2009,3,2018,21083.0
543531,005285-0,VW - VolksWagen,Golf GT 2.0 Mi T. Flex 8V 4p Tiptronic,2013,9,2021,53232.0
543532,005268-0,VW - VolksWagen,Saveiro SURF 1.6 Mi Total Flex 2p,2016,3,2020,36576.0
543533,005307-4,VW - VolksWagen,Fox 1.0 Mi Total Flex 8V 3p,2014,10,2018,30966.0
543534,005112-8,VW - VolksWagen,Passat 2.8 V6 Tiptronic,2005,2,2022,27374.0
543535,005204-3,VW - VolksWagen,TOUAREG 4.2 32V V8  Tiptronic 5p,2016,9,2021,202014.0
543536,005342-2,VW - VolksWagen,CROSSFOX I MOTION 1.6 Mi T. Flex 8V 5p,2015,9,2019,46296.0
543537,005198-5,VW - VolksWagen,Fox City 1.0Mi/ 1.0Mi Total Flex 8V 3p,2010,1,2018,19403.0
543538,005191-8,VW - VolksWagen,Polo Next 1.6 Mi 101cv 8V 5p,2003,3,2021,14209.0
543539,005515-8,VW - VolksWagen,up! Connect 1.0 TSI Total Flex 12V 5p,2020,6,2022,70100.0
543540,005306-6,VW - VolksWagen,Fox 1.6 Mi Total Flex 8V 5p,2014,1,2019,32635.0
543541,005126-8,VW - VolksWagen,Gol 1000 Mi 16V/ Ouro 4p,2002,2,2022,12039.0
543542,005442-9,VW - VolksWagen,SPACEFOX 1.6 Trendline I MOT. T.Flex 8V,2019,2,2021,55181.0
543543,005385-6,VW - VolksWagen,Saveiro Startline 1.6 T.Flex 8V,2016,9,2021,41416.0
543544,005430-5,VW - VolksWagen,Golf Variant Highline 1.4 TSI Aut.,2016,10,2019,77750.0
543545,005315-5,VW - VolksWagen,Saveiro CROSS 1.6 Mi Total Flex 8V CE,2014,9,2020,40354.0
543546,005155-1,VW - VolksWagen,Bora 2.0 8v Comfortline Mec.,2001,6,2018,17366.0
543547,005406-2,VW - VolksWagen,Fox Trendline 1.6 Flex 8V 5p,2022,7,2017,50225.0
543549,005494-1,VW - VolksWagen,Golf Comfort. 200 TSI 1.0 Flex 12V Aut.,2018,7,2020,76554.0
543550,005013-0,VW - VolksWagen,Polo Classic/ Special 1.8 Mi,2002,6,2021,10342.0
543551,005259-0,VW - VolksWagen,Golf Sportline 1.6 Mi Total Flex 8V 4p,2014,4,2021,49301.0
543552,005078-4,VW - VolksWagen,Gol 1.6 Mi/ 1.6i 2p,2003,11,2019,12678.0
543553,005287-6,VW - VolksWagen,EOS Cab. 2.0 Turbo FSI Tiptronic,2012,1,2021,94176.0
543554,005442-9,VW - VolksWagen,SPACEFOX 1.6 Trendline I MOT. T.Flex 8V,2019,10,2020,53052.0
543556,005364-3,VW - VolksWagen,Gol SELEÇÃO 1.6 I MOTION T.Flex 8V 5p,2015,6,2021,35770.0
543557,005454-2,VW - VolksWagen,JETTA Comfortline 1.4 TSI 16V 4p Aut.,2022,2,2018,95735.0
543558,005436-4,VW - VolksWagen,up! cross 1.0 TSI Total Flex 12V 5p,2022,10,2018,58241.0
543560,005197-7,VW - VolksWagen,Gol 1.6 Mi Plus Total Flex 8V 2p,2003,6,2020,11234.0
543561,005441-0,VW - VolksWagen,SPACEFOX 1.6 Trendline Total Flex 8v 5p,2019,12,2021,60206.0
543562,005253-1,VW - VolksWagen,Gol TECH 1.0 Mi Total Flex 8V 2p,2007,12,2018,17358.0
543563,005479-8,VW - VolksWagen,Polo 1.0 Flex 12V 5p,2022,9,2021,68268.0
543564,005093-8,VW - VolksWagen,Passat Variant 2.8 V6,2000,8,2022,20080.0
543565,005495-0,VW - VolksWagen,Golf Highline 250 TSI 1.4 Flex 16V Aut.,2018,11,2019,106295.0
543566,005105-5,VW - VolksWagen,Gol 2.0 Mi 2p,2002,6,2022,13102.0
543567,005367-8,VW - VolksWagen,up! high 1.0 Total Flex 12V 5p,2022,11,2017,52010.0
543568,005193-4,VW - VolksWagen,Saveiro 1.6 Mi/ 1.6Mi City Total Flex 8V,2010,1,2021,24033.0
543569,005478-0,VW - VolksWagen,Polo 1.6 MSI Flex 16V 5p,2022,5,2021,72886.0
543570,005132-2,VW - VolksWagen,Passat 1.8 Aut.,2001,4,2018,18753.0
543571,005022-9,VW - VolksWagen,Kombi Pick-Up,2000,4,2019,19362.0
543572,005062-8,VW - VolksWagen,Santana CLi /CL /C 1.8/2.0 /SU 2.0 2p/4p,1997,6,2019,8947.0
543573,005343-0,VW - VolksWagen,Fox BlueMotion 1.6 Mi Total Flex 3p.,2013,8,2020,27845.0
543574,005344-9,VW - VolksWagen,Fox BlueMotion 1.6 Mi Total Flex 5p.,2013,8,2022,37278.0
543575,005261-2,VW - VolksWagen,Passat Variant 3.2 V6 FSI 24V 250cv Tip.,2010,7,2018,60963.0
543576,005456-9,VW - VolksWagen,Gol Comfortline 1.0 T. Flex 12V 5p,2017,8,2022,46098.0
543577,005288-4,VW - VolksWagen,Polo BLUEMOTION 1.6 Total Flex 8V 5p,2015,5,2018,43913.0
543578,005088-1,VW - VolksWagen,Passat 1.8 Mec.,2001,2,2018,14681.0
543579,005241-8,VW - VolksWagen,Kombi Escolar/50 anos 1.4 Mi Total Flex,2014,4,2021,35983.0
543580,005192-6,VW - VolksWagen,Parati 1.6Mi/1.6Mi City/T.Field T.Flex,2013,8,2021,30604.0
543581,005439-9,VW - VolksWagen,up! SPEED 1.0 TSI T. Flex 12V 5p,2017,9,2020,41437.0
543582,005196-9,VW - VolksWagen,Gol 1.6 Mi Plus Total Flex 8V 4p,2004,8,2020,14064.0
543583,005243-4,VW - VolksWagen,Gol COPA 1.0 Mi Total Flex 8V 4p,2006,5,2019,15619.0
543584,005142-0,VW - VolksWagen,Saveiro 1.8 Mi,2005,1,2018,20193.0
543585,005052-0,VW - VolksWagen,Parati GLSi 2.0 / GLS/ Surf 1.8,1997,7,2019,13279.0
543586,005132-2,VW - VolksWagen,Passat 1.8 Aut.,2001,10,2017,18723.0
543587,005196-9,VW - VolksWagen,Gol 1.6 Mi Plus Total Flex 8V 4p,2004,6,2019,14663.0
543588,005216-7,VW - VolksWagen,Gol 1.8 Mi Power Total Flex 8V 4p,2009,1,2019,20580.0
543589,005346-5,VW - VolksWagen,Gol (novo) 1.6 Mi Total Flex 8V 2p,2014,8,2020,26582.0
543590,005209-4,VW - VolksWagen,Golf 1.8 Mi Sport 150cv Turbo Mec/Aut.,2006,5,2022,32703.0
543591,005356-2,VW - VolksWagen,Golf GTi 2.0 TSI 220cv Aut.,2017,11,2019,115644.0
543592,005263-9,VW - VolksWagen,Fox Route 1.0 Mi Total Flex 8V 5p,2010,9,2019,21495.0
543596,005204-3,VW - VolksWagen,TOUAREG 4.2 32V V8  Tiptronic 5p,2014,4,2019,154071.0
543597,005025-3,VW - VolksWagen,Apolo GL 1.8,1992,9,2017,5930.0
543598,005385-6,VW - VolksWagen,Saveiro Startline 1.6 T.Flex 8V,2016,9,2020,30857.0
543599,005380-5,VW - VolksWagen,VOYAGE Trendline 1.6 T.Flex 8V 4p,2018,3,2020,39048.0
543600,005295-7,VW - VolksWagen,Polo SPORTLINE I MOTION 1.6 T.Flex 5p,2015,6,2018,44102.0
543601,005145-4,VW - VolksWagen,Parati 1000 Mi 16V 4p Turbo,2004,11,2019,15492.0
543602,005243-4,VW - VolksWagen,Gol COPA 1.0 Mi Total Flex 8V 4p,2006,11,2019,15089.0
543603,005403-8,VW - VolksWagen,Fox Highline1.6 Flex 16V 5p,2022,7,2019,53631.0
543604,005119-5,VW - VolksWagen,Gol Furgão 1.6 Mi/ 1.6i/ 1.6,1998,6,2018,8557.0
543605,005495-0,VW - VolksWagen,Golf Highline 250 TSI 1.4 Flex 16V Aut.,2022,10,2018,117727.0
543606,005398-8,VW - VolksWagen,Gol Trendline I MOTION 1.6 T. Flex 8V 5p,2015,7,2018,33975.0
543607,005187-0,VW - VolksWagen,Golf 1.6 Mi Trip/ Sport 101cv 8V,2003,7,2018,20015.0
543608,005273-6,VW - VolksWagen,Golf  TECH 1.6 Mi Total Flex 8V 4p,2009,7,2021,34413.0
543609,005028-8,VW - VolksWagen,Gol 1000 (modelo antigo),1996,4,2021,8080.0
543610,005215-9,VW - VolksWagen,Saveiro CROSSOVER 1.8 Mi 8V,2005,3,2019,18921.0
543611,005296-5,VW - VolksWagen,Polo Sedan I MOTION  1.6 Total Flex  4p,2015,8,2019,39156.0
543612,005430-5,VW - VolksWagen,Golf Variant Highline 1.4 TSI Aut.,2016,7,2021,79515.0
543613,005212-4,VW - VolksWagen,Fox Sportline/Sports 1.0 Tot.Flex 8V 4p,2007,2,2021,17865.0
543614,005031-8,VW - VolksWagen,Gol Furgao 1.0 mi,1998,5,2021,6241.0
543615,005069-5,VW - VolksWagen,VOYAGE GL 1.8 4p (Argentino),1995,2,2018,9731.0
543616,005384-8,VW - VolksWagen,Gol Trendline 1.0 T.Flex 8V 5p,2016,7,2020,29718.0
543617,005198-5,VW - VolksWagen,Fox City 1.0Mi/ 1.0Mi Total Flex 8V 3p,2010,7,2021,21812.0
543618,005444-5,VW - VolksWagen,Fox TRACK 1.0 Flex 12V 5p,2022,10,2018,49093.0
543619,005207-8,VW - VolksWagen,Fox Plus 1.6Mi/ 1.6Mi Total Flex 8V 4p,2010,12,2020,23126.0
543620,005282-5,VW - VolksWagen,VOYAGE 1.6/1.6 City  Mi Total Flex 8V 4p,2016,11,2021,43109.0
543621,005331-7,VW - VolksWagen,Gol Rock in Rio 1.0 Mi Total Flex 8V 5p,2016,6,2021,39289.0
543622,005016-4,VW - VolksWagen,Quantum Exclusive 2.0 Mi,1999,6,2021,14621.0
543623,005449-6,VW - VolksWagen,Golf Comfortline 1.6 MSI Total Flex Aut.,2016,3,2022,82454.0
543624,005431-3,VW - VolksWagen,Golf Variant Comfortline 1.4 TSI  Aut.,2016,1,2022,90907.0
543625,005381-3,VW - VolksWagen,VOYAGE I MOTION  Trendline 1.6 T.Flex 8V,2015,10,2018,35954.0
543626,005004-0,VW - VolksWagen,Gol 1000 Mi Plus 16V 2p e 4p,1999,12,2018,9644.0
543627,005463-1,VW - VolksWagen,up! Run I MOTION 1.0 Total Flex 12V 5p,2017,5,2018,42324.0
543628,005125-0,VW - VolksWagen,Gol 1.8 Mi 4p,2004,4,2020,15503.0
543629,005391-0,VW - VolksWagen,Gol Comfortline 1.6 T. Flex 8V 3p,2015,11,2019,34405.0
543630,005209-4,VW - VolksWagen,Golf 1.8 Mi Sport 150cv Turbo Mec/Aut.,2006,12,2021,27940.0
543631,005276-0,VW - VolksWagen,Gol (novo) 1.6 Mi Total Flex 8V 4p,2015,2,2022,39232.0
543632,005132-2,VW - VolksWagen,Passat 1.8 Aut.,2001,10,2020,16563.0
543634,005163-2,VW - VolksWagen,Gol 1.0 Trend/ Power 8V 2p,2003,5,2021,10885.0
543635,005041-5,VW - VolksWagen,Gol GTi 2000 16V,2000,3,2019,21322.0
543636,005427-5,VW - VolksWagen,SpaceCross I MOTION 1.6 Mi T. Flex 16V,2017,5,2019,60925.0
543637,005328-7,VW - VolksWagen,JETTA Highline 2.0 TSI 16V 4p Tiptronic,2018,7,2021,98451.0
543638,005411-9,VW - VolksWagen,Gol Trendline I Motion 1.6 T. Flex 8V 3p,2015,2,2020,30072.0
543639,005488-7,VW - VolksWagen,TIGUAN Allspac 250 TSI 1.4 Flex,2022,12,2019,128191.0
543640,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,4,2015,59781.0
543641,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,7,2013,30980.0
543642,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,2,2018,26775.0
543643,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,7,2015,62250.0
543644,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,6,2019,24395.0
543645,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,8,2018,72600.0
543646,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,1,2016,29074.0
543647,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,6,2020,23776.0
543648,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,5,2012,37500.0
543649,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,2,2015,29749.0
543650,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,10,2016,63799.0
543651,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,10,2020,23698.0
543652,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,7,2010,45800.0
543653,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,5,2010,44000.0
543654,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,11,2017,72600.0
543655,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,9,2017,72600.0
543656,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,10,2019,75500.0
543657,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,6,2019,75500.0
543658,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,9,2019,24235.0
543659,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,1,2021,82910.0
543660,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,7,2019,24341.0
543661,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,7,2022,35308.0
543662,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,4,2010,42750.0
543663,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,3,2021,23451.0
543664,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,4,2021,77690.0
543665,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,1,2017,28065.0
543666,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,8,2022,80117.0
543667,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,2,2011,44000.0
543668,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,12,2013,53011.0
543669,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,8,2013,31073.0
543670,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,10,2015,29224.0
543671,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,8,2020,23676.0
543672,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,1,2020,74500.0
543673,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,8,2021,77540.0
543674,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,1,2014,30631.0
543675,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,9,2012,34663.0
543676,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,1,2011,44990.0
543677,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,7,2018,72600.0
543678,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,3,2019,24558.0
543679,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,3,2022,78937.0
543680,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,9,2012,34995.0
543681,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,7,2017,71870.0
543682,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,7,2014,53889.0
543683,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,10,2020,81416.0
543684,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,6,2017,71600.0
543685,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,1,2015,59451.0
543686,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,7,2021,77540.0
543687,074003-9,Wake,Cross TSI 1.0 TB 12V Flex Mec.,2022,6,2022,199800.0
543688,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,5,2019,75500.0
543689,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,3,2014,54125.0
543690,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,11,2020,79670.0
543691,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,3,2011,44918.0
543692,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,6,2012,34676.0
543693,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,7,2012,34792.0
543694,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,1,2016,61654.0
543695,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,11,2021,25231.0
543696,074003-9,Wake,Cross TSI 1.0 TB 12V Flex Mec.,2022,7,2022,199968.0
543697,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,1,2020,24031.0
543698,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,2,2018,72603.0
543699,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,4,2012,37150.0
543700,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,2,2015,59370.0
543701,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,8,2021,24413.0
543702,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,6,2018,72600.0
543703,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,3,2013,34987.0
543704,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,12,2012,34105.0
543705,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,2,2019,24613.0
543706,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,1,2010,43861.0
543707,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,11,2011,43038.0
543708,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,12,2017,26926.0
543709,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,4,2013,35322.0
543710,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,9,2014,30052.0
543711,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,10,2021,25144.0
543712,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,12,2011,38845.0
543713,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,2,2011,45000.0
543714,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,3,2021,79392.0
543715,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,3,2015,29801.0
543716,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,9,2021,24776.0
543717,074003-9,Wake,Cross TSI 1.0 TB 12V Flex Mec.,2022,1,2022,197636.0
543718,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,1,2015,29719.0
543719,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,8,2017,27356.0
543720,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,3,2022,31283.0
543721,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,9,2015,62110.0
543722,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,10,2015,61990.0
543723,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,3,2012,35753.0
543724,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,6,2016,62855.0
543725,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,3,2018,26668.0
543726,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,2,2014,53520.0
543727,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,4,2017,27748.0
543728,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,7,2014,30192.0
543729,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,12,2018,25401.0
543730,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,6,2013,34684.0
543731,074003-9,Wake,Cross TSI 1.0 TB 12V Flex Mec.,2022,5,2022,201398.0
543732,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,9,2010,44367.0
543733,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,5,2022,31785.0
543734,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,4,2020,75500.0
543735,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,11,2014,29862.0
543736,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,10,2014,58950.0
543737,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,6,2014,30257.0
543738,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,1,2012,36652.0
543739,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,6,2021,77540.0
543740,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,7,2016,63421.0
543741,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,4,2015,29850.0
543742,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,4,2017,70600.0
543743,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,4,2018,26572.0
543744,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,11,2015,61872.0
543745,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,4,2021,23404.0
543746,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,2,2010,43902.0
543747,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,7,2018,26306.0
543748,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,12,2010,43900.0
543749,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,1,2017,67200.0
543750,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,11,2020,23648.0
543751,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,9,2020,83200.0
543752,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,6,2012,36131.0
543753,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,4,2011,44591.0
543754,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,11,2011,41911.0
543755,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,8,2011,42130.0
543756,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,11,2021,77540.0
543757,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,3,2020,74590.0
543758,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,5,2018,72600.0
543759,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,12,2012,34500.0
543760,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,6,2016,28701.0
543761,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,4,2020,23878.0
543762,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,7,2016,28585.0
543763,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,6,2013,35098.0
543764,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,3,2011,44100.0
543765,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2022,10,2010,45500.0
543766,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,7,2015,29426.0
543767,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,7,2013,44898.0
543768,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,10,2011,42170.0
543769,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,3,2019,75500.0
543770,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,3,2010,43367.0
543771,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,8,2014,30117.0
543772,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,2,2021,81132.0
543773,074003-9,Wake,Cross TSI 1.0 TB 12V Flex Mec.,2022,2,2022,195857.0
543774,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,7,2011,42150.0
543775,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,9,2013,31203.0
543776,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,5,2017,27641.0
543777,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,12,2016,65621.0
543778,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,12,2009,43140.0
543779,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,5,2015,29641.0
543780,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,1,2019,74108.0
543781,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,1,2011,43990.0
543782,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,7,2019,73715.0
543783,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,8,2015,29372.0
543784,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,4,2022,79568.0
543785,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,12,2019,24082.0
543786,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,5,2021,23357.0
543787,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,8,2014,52975.0
543788,074001-2,Wake,Way 1.6 Total Flex 8V Mec.,2022,10,2013,53021.0
543789,074002-0,Wake,Way 1.8 Total Flex 8V Mec.,2012,5,2016,28783.0
