id,codigoFipe,marca,modelo,anoModelo,mesReferencia,anoReferencia,valor
523575,005169-1,VW - VolksWagen,Parati Utility 1.8 8V/ 1.0 Turbo 16V,2003,7,2019,14203.0
523576,005214-0,VW - VolksWagen,Polo Sedan 1.6 Mi Total Flex 8V 4p,2015,4,2018,41891.0
523577,005345-7,VW - VolksWagen,Gol (novo) 1.0 Mi Total Flex 8V 2p,2014,2,2018,22391.0
523578,005004-0,VW - VolksWagen,Gol 1000 Mi Plus 16V 2p e 4p,1999,4,2022,13521.0
523579,005064-4,VW - VolksWagen,Santana GLSi / GLS 1.8/ 2.0,1996,4,2018,12196.0
523580,005375-9,VW - VolksWagen,up! move 1.0 T. Flex 12V 3p,2015,1,2021,28954.0
523581,005065-2,VW - VolksWagen,Saveiro GL 1.8Mi e 1.6/GL/LS/S/ Sunset,1999,8,2018,14894.0
523582,005491-7,VW - VolksWagen,Gol 1.6 MSI Flex 8V 5p,2022,8,2019,50826.0
523583,005164-0,VW - VolksWagen,Gol 1.0 Trend/ Power 8V 4p,2003,12,2017,12857.0
523584,005243-4,VW - VolksWagen,Gol COPA 1.0 Mi Total Flex 8V 4p,2006,11,2018,15740.0
523585,005525-5,VW - VolksWagen,Nivus Comfortline 1.0 200 TSI Flex Aut.,2022,12,2021,109951.0
523586,005368-6,VW - VolksWagen,up! black/white/red 1.0 T. Flex 12V 5p,2016,6,2020,37562.0
523587,005064-4,VW - VolksWagen,Santana GLSi / GLS 1.8/ 2.0,1996,8,2021,10364.0
523588,005397-0,VW - VolksWagen,Gol Trendline 1.6 T.Flex 8V 5p,2022,6,2018,46187.0
523590,005109-8,VW - VolksWagen,Parati 1.8 Mi/ 1.8 Mi Plus,2005,7,2020,17956.0
523591,005295-7,VW - VolksWagen,Polo SPORTLINE I MOTION 1.6 T.Flex 5p,2015,2,2022,52000.0
523592,005085-7,VW - VolksWagen,Golf 1.6Mi/ 1.6Mi Gener./Black & Silver,2006,12,2018,23178.0
523593,005339-2,VW - VolksWagen,Gol BLACK 1.0 Mi Total Flex 8V 4p,2013,7,2020,22255.0
523594,005148-9,VW - VolksWagen,Gol 1.0 Plus 16v 2p,2005,7,2020,11967.0
523595,005420-8,VW - VolksWagen,Fusca 2.0 R-Line TSI 16V Aut.,2016,5,2019,113993.0
523596,005220-5,VW - VolksWagen,Parati 1.8 Mi T. Field Total Flex 8V 4p,2008,11,2019,22839.0
523597,005154-3,VW - VolksWagen,Bora 2.0/ 2.0 Flex 8v Aut.,2011,1,2019,30999.0
523598,005487-9,VW - VolksWagen,TIGUAN Allspac Comf 250 TSI 1.4 Flex,2022,4,2021,179195.0
523600,005439-9,VW - VolksWagen,up! SPEED 1.0 TSI T. Flex 12V 5p,2017,10,2020,41877.0
523601,005328-7,VW - VolksWagen,JETTA Highline 2.0 TSI 16V 4p Tiptronic,2022,10,2017,111141.0
523602,005219-1,VW - VolksWagen,Parati 1.8 Mi Plus Total Flex 8V 4p,2009,5,2022,28923.0
523603,005490-9,VW - VolksWagen,Gol 1.0 Flex 12V 5p,2022,7,2018,45613.0
523604,005350-3,VW - VolksWagen,Gol 1.6 Mi I MOTION Total Flex 8V 3p,2014,5,2018,31150.0
523605,005343-0,VW - VolksWagen,Fox BlueMotion 1.6 Mi Total Flex 3p.,2013,5,2022,35875.0
523606,005270-1,VW - VolksWagen,Parati SURF 1.6 Mi Total Flex,2013,9,2017,31897.0
523607,005173-0,VW - VolksWagen,Polo 2.0 Mi 116cv 8V 5p,2004,11,2020,14787.0
523608,005482-8,VW - VolksWagen,Fox Connect I Motion 1.6 Flex 8V 5p,2022,9,2018,53231.0
523609,005054-7,VW - VolksWagen,Passat Pointer GTS,1989,7,2021,5684.0
523610,005331-7,VW - VolksWagen,Gol Rock in Rio 1.0 Mi Total Flex 8V 5p,2016,3,2018,35498.0
523611,005335-0,VW - VolksWagen,SpaceCross I MOTION 1.6 Mi Total Flex 8V,2015,8,2020,47986.0
523612,005501-8,VW - VolksWagen,VOYAGE 1.6 MSI Flex 16V 4p Aut.,2022,3,2022,96518.0
523613,005403-8,VW - VolksWagen,Fox Highline1.6 Flex 16V 5p,2018,3,2020,44816.0
523614,005373-2,VW - VolksWagen,up! high I MOTION 1.0 T. Flex 12V 5p,2017,3,2021,39079.0
523615,005179-9,VW - VolksWagen,Gol City 1.0 Mi 8V 2p,2005,7,2020,11355.0
523616,005265-5,VW - VolksWagen,Fox Route 1.6 Mi Total Flex 8V 5p,2010,8,2021,28938.0
523617,005450-0,VW - VolksWagen,Golf Highline 1.4 TSI Total Flex Mec.,2017,10,2019,95122.0
523618,005501-8,VW - VolksWagen,VOYAGE 1.6 MSI Flex 16V 4p Aut.,2022,11,2018,60434.0
523619,005423-2,VW - VolksWagen,SPACEFOX COMF. I MOTION 1.6 Flex 8V 5p,2018,12,2018,64996.0
523620,005020-2,VW - VolksWagen,Saveiro CL 1.6 Mi / CL/ C 1.6,2000,12,2021,19255.0
523621,005126-8,VW - VolksWagen,Gol 1000 Mi 16V/ Ouro 4p,2002,11,2017,11623.0
523622,005397-0,VW - VolksWagen,Gol Trendline 1.6 T.Flex 8V 5p,2022,11,2017,45204.0
523623,005007-5,VW - VolksWagen,Gol GL 1.8 Mi 2p e 4p,1999,8,2019,10346.0
523624,005407-0,VW - VolksWagen,Fox Comfortline 1.0 Flex 8V 5p,2015,6,2019,33293.0
523625,005448-8,VW - VolksWagen,Golf Comfortline 1.6 MSI Total Flex Mec.,2016,5,2019,61871.0
523626,005155-1,VW - VolksWagen,Bora 2.0 8v Comfortline Mec.,2001,2,2019,17478.0
523627,005216-7,VW - VolksWagen,Gol 1.8 Mi Power Total Flex 8V 4p,2009,2,2020,20427.0
523628,005217-5,VW - VolksWagen,Gol 1.8 Mi Rallye Total Flex 8V 4p,2005,4,2021,18305.0
523629,005229-9,VW - VolksWagen,Gol City (Trend) 1.6 Mi T. Flex 8V 2p,2009,7,2020,17814.0
523630,005484-4,VW - VolksWagen,VIRTUS Highline 200 TSI 1.0 Flex 12V Aut,2022,4,2020,86226.0
523631,005189-6,VW - VolksWagen,Gol Special 1.0 Mi 4p,2004,11,2021,11858.0
523632,005184-5,VW - VolksWagen,Passat 2.8 V6 Protect Tiptronic,2005,12,2018,31435.0
523633,005146-2,VW - VolksWagen,Gol 1000 Mi 16V 4p Turbo,2003,6,2022,16310.0
523636,005383-0,VW - VolksWagen,Gol Trendline 1.0 T.Flex 8V 3p,2016,8,2017,28595.0
523637,005214-0,VW - VolksWagen,Polo Sedan 1.6 Mi Total Flex 8V 4p,2015,9,2019,37168.0
523638,005146-2,VW - VolksWagen,Gol 1000 Mi 16V 4p Turbo,2003,2,2019,14050.0
523639,005024-5,VW - VolksWagen,Kombi Standard/ Luxo/ Série Prata,2006,1,2018,16687.0
523640,005380-5,VW - VolksWagen,VOYAGE Trendline 1.6 T.Flex 8V 4p,2022,4,2019,48662.0
523641,005426-7,VW - VolksWagen,SpaceCross 1.6 Mi Total Flex 16V,2017,10,2018,67927.0
523642,005339-2,VW - VolksWagen,Gol BLACK 1.0 Mi Total Flex 8V 4p,2013,4,2020,21903.0
523643,005503-4,VW - VolksWagen,JETTA R-Line 250 TSI 1.4 Flex 16V Aut.,2022,5,2020,117787.0
523645,005293-0,VW - VolksWagen,Fox SUNRISE 1.0 Mi Total Flex 8V 5p,2010,1,2018,21746.0
523646,005191-8,VW - VolksWagen,Polo Next 1.6 Mi 101cv 8V 5p,2003,1,2022,16197.0
523647,005156-0,VW - VolksWagen,Bora 2.0 8v Comfortline Aut.,2001,8,2017,18053.0
523648,005428-3,VW - VolksWagen,SPACEFOX HIGHLINE I MOT. 1.6 T.Flex 16V,2018,12,2021,60524.0
523649,005168-3,VW - VolksWagen,Grand Saveiro Xtreme/Street  1.6/1.8/2.0,2003,4,2020,12946.0
523650,005458-5,VW - VolksWagen,VOYAGE Comfortline 1.0 T.Flex 12V 4p,2022,12,2018,51530.0
523651,005044-0,VW - VolksWagen,Logus GLi / GL 1.8,1997,7,2022,11699.0
523653,005220-5,VW - VolksWagen,Parati 1.8 Mi T. Field Total Flex 8V 4p,2008,2,2019,22142.0
523655,005252-3,VW - VolksWagen,Golf 1.6 Mi Total Flex 8V 4p,2014,1,2019,40968.0
523656,005407-0,VW - VolksWagen,Fox Comfortline 1.0 Flex 8V 5p,2015,5,2019,33404.0
523657,005439-9,VW - VolksWagen,up! SPEED 1.0 TSI T. Flex 12V 5p,2017,2,2020,43117.0
523659,005413-5,VW - VolksWagen,Passat R-Line TB 2.0 TSI Tiptronic 4p,2014,5,2018,113142.0
523660,005127-6,VW - VolksWagen,Gol 1000 Mi 4p,2003,8,2022,12394.0
523661,005210-8,VW - VolksWagen,Gol 1.6 Mi Rallye Total Flex 8V 4p,2014,9,2019,33893.0
523662,005191-8,VW - VolksWagen,Polo Next 1.6 Mi 101cv 8V 5p,2003,1,2019,14253.0
523663,005341-4,VW - VolksWagen,Gol 1.0 Total Flex 8V 5p (25 Anos),2013,3,2019,23251.0
523664,005265-5,VW - VolksWagen,Fox Route 1.6 Mi Total Flex 8V 5p,2010,1,2019,25310.0
523665,005257-4,VW - VolksWagen,Passat TB 2.0 FSI/TSI 211cv Tiptronic 4p,2015,4,2022,93566.0
523667,005131-4,VW - VolksWagen,Golf GTi 1.8 Mi 20V Turbo 2p Aut.,2002,10,2018,22525.0
523669,005109-8,VW - VolksWagen,Parati 1.8 Mi/ 1.8 Mi Plus,2005,9,2017,18414.0
523670,005151-9,VW - VolksWagen,Parati 1.0 Mi Plus 16v 4p,2003,10,2017,14624.0
523671,005031-8,VW - VolksWagen,Gol Furgao 1.0 mi,1998,8,2017,6378.0
523672,005458-5,VW - VolksWagen,VOYAGE Comfortline 1.0 T.Flex 12V 4p,2018,4,2022,54633.0
523673,005154-3,VW - VolksWagen,Bora 2.0/ 2.0 Flex 8v Aut.,2011,5,2019,30488.0
523674,005310-4,VW - VolksWagen,Gol 1.6 I MOTI.Power/Highli T.Flex 8V 4p,2022,12,2017,57817.0
523675,005498-4,VW - VolksWagen,Golf Variant High. 250 1.4 TSI Flex Aut.,2018,3,2022,120569.0
523676,005319-8,VW - VolksWagen,Golf Sportline 2.0 Mi Total F. 8V Tip.,2014,4,2019,45259.0
523677,005273-6,VW - VolksWagen,Golf  TECH 1.6 Mi Total Flex 8V 4p,2009,9,2019,30072.0
523678,005314-7,VW - VolksWagen,Golf  BLACK EDITON 2.0 Mi T. Flex 8V Tip,2013,3,2022,58593.0
523679,005221-3,VW - VolksWagen,Parati 1.8 Mi CROSSOVER Total Flex 8V 4p,2005,9,2020,19016.0
523680,005095-4,VW - VolksWagen,Saveiro TSi 2.0 Mi,1999,1,2019,14107.0
523681,005102-0,VW - VolksWagen,Santana CS/CD/CG,1986,3,2020,4712.0
523682,005073-3,VW - VolksWagen,Golf GTi 2.0,1998,7,2022,14111.0
523683,005062-8,VW - VolksWagen,Santana CLi /CL /C 1.8/2.0 /SU 2.0 2p/4p,1997,7,2021,9700.0
523684,005284-1,VW - VolksWagen,Polo GT 2.0 Mi Total Flex 8V 5p,2012,12,2018,33344.0
523685,005437-2,VW - VolksWagen,up! high 1.0 TSI Total Flex 12V 5p,2022,8,2018,57831.0
523686,005225-6,VW - VolksWagen,CROSSFOX 1.6 Mi Total Flex 8V 5p,2015,12,2018,49241.0
523687,005065-2,VW - VolksWagen,Saveiro GL 1.8Mi e 1.6/GL/LS/S/ Sunset,1999,4,2019,14021.0
523688,005324-4,VW - VolksWagen,Gol 1.6 Mi Rallye I MOTION T. Flex 8V 4p,2014,6,2022,45167.0
523689,005020-2,VW - VolksWagen,Saveiro CL 1.6 Mi / CL/ C 1.6,2000,10,2017,13838.0
523690,005386-4,VW - VolksWagen,Saveiro Trendline 1.6 T.Flex 8V,2022,7,2020,69732.0
523692,005346-5,VW - VolksWagen,Gol (novo) 1.6 Mi Total Flex 8V 2p,2014,11,2019,27476.0
523693,005396-1,VW - VolksWagen,Gol Rallye I MOTION 1.6 T. Flex 16V 5p,2016,4,2021,45323.0
523694,005456-9,VW - VolksWagen,Gol Comfortline 1.0 T. Flex 12V 5p,2017,4,2020,36356.0
523695,005183-7,VW - VolksWagen,Parati Evidence 1.8 8V/ 1.0 16V TB 4p,2003,8,2022,20422.0
523696,005497-6,VW - VolksWagen,Golf Variant Comf. 250 1.4 TSI Flex Aut.,2022,7,2018,106866.0
523697,005073-3,VW - VolksWagen,Golf GTi 2.0,1998,1,2020,11320.0
523698,005135-7,VW - VolksWagen,Passat Variant 1.8 Aut.,2000,12,2021,18347.0
523699,005292-2,VW - VolksWagen,Passat CC 3.6 V6 FSI 300cv Tiptronic,2014,9,2021,102182.0
523700,005207-8,VW - VolksWagen,Fox Plus 1.6Mi/ 1.6Mi Total Flex 8V 4p,2010,8,2022,32254.0
523703,005034-2,VW - VolksWagen,Gol GL 1.6 Mi/Star 1.6 e 1.8/Atlanta 1.6,1998,3,2020,9596.0
523704,005307-4,VW - VolksWagen,Fox 1.0 Mi Total Flex 8V 3p,2014,10,2017,28808.0
523705,005177-2,VW - VolksWagen,Polo Classic 1.0 Mi 16v  65cv 4p,2001,12,2017,10132.0
523706,005396-1,VW - VolksWagen,Gol Rallye I MOTION 1.6 T. Flex 16V 5p,2016,4,2018,48078.0
523707,005234-5,VW - VolksWagen,Passat 2.0 FSI Tiptronic,2007,4,2018,31592.0
523708,005031-8,VW - VolksWagen,Gol Furgao 1.0 mi,1998,7,2022,6826.0
523709,005013-0,VW - VolksWagen,Polo Classic/ Special 1.8 Mi,2002,8,2021,10984.0
523710,005331-7,VW - VolksWagen,Gol Rock in Rio 1.0 Mi Total Flex 8V 5p,2016,10,2018,36340.0
523711,005188-8,VW - VolksWagen,Parati CROSSOVER 2.0 8V/ 1.0 16V TB 4p,2005,8,2019,19346.0
523712,005195-0,VW - VolksWagen,Gol City (Trend) 1.6 Mi T.Flex 8V 4p,2015,8,2018,31017.0
523713,005246-9,VW - VolksWagen,Saveiro CROSSOVER 1.6 Mi Total Flex 8V,2007,6,2021,18604.0
523714,005404-6,VW - VolksWagen,Fox Comfortline I Motion 1.6 Flex 8V 5p,2018,2,2021,41332.0
523715,005070-9,VW - VolksWagen,VOYAGE L/LS/Plus/GLS/S/Sport/Super L.Ang,1995,9,2018,9044.0
523716,005171-3,VW - VolksWagen,Golf GTi 1.8 Mi 180/193cv Turbo 4p Mec.,2009,8,2022,51041.0
523717,005044-0,VW - VolksWagen,Logus GLi / GL 1.8,1997,8,2021,9274.0
523718,005481-0,VW - VolksWagen,Fox Connect 1.6 Flex 8V 5p,2022,5,2022,68988.0
523719,005388-0,VW - VolksWagen,Saveiro CROSS 1.6 T. Flex 16V CE,2022,7,2019,71072.0
523720,005252-3,VW - VolksWagen,Golf 1.6 Mi Total Flex 8V 4p,2014,2,2022,53789.0
523721,005282-5,VW - VolksWagen,VOYAGE 1.6/1.6 City  Mi Total Flex 8V 4p,2016,12,2017,37005.0
523723,005445-3,VW - VolksWagen,Golf Variant Comfortline 1.4 TSI Mec.,2016,4,2020,68215.0
523724,005421-6,VW - VolksWagen,Fox PEPPER 1.6 Flex 16V 5p,2018,3,2020,45606.0
523725,005246-9,VW - VolksWagen,Saveiro CROSSOVER 1.6 Mi Total Flex 8V,2007,8,2020,18552.0
523726,005047-4,VW - VolksWagen,Logus Wolfsburg Edition 2000i,1997,12,2021,9812.0
523727,005059-8,VW - VolksWagen,Quantum CLi / CL / C/ CS/ CD/ CG 1.8/2.0,1996,1,2019,8886.0
523728,005287-6,VW - VolksWagen,EOS Cab. 2.0 Turbo FSI Tiptronic,2012,11,2020,94992.0
523729,005048-2,VW - VolksWagen,Parati CLi / CL/ Atlanta 1.6,1996,11,2020,8620.0
523730,005008-3,VW - VolksWagen,Parati 1000 Mi 16V 2p e 4p,2003,11,2021,16604.0
523731,005472-0,VW - VolksWagen,Saveiro Robust 1.6 Total Flex 8V CD,2022,10,2021,87648.0
523732,005210-8,VW - VolksWagen,Gol 1.6 Mi Rallye Total Flex 8V 4p,2014,11,2018,35698.0
523733,005352-0,VW - VolksWagen,Fox BLUEMOTION 1.0 Mi Total Flex 12V 3p,2014,3,2022,39998.0
523734,005024-5,VW - VolksWagen,Kombi Standard/ Luxo/ Série Prata,2006,4,2020,18452.0
523735,005291-4,VW - VolksWagen,TIGUAN 2.0 TSI 16V 200cv Tiptronic 5p,2016,3,2020,92991.0
523737,005379-1,VW - VolksWagen,VOYAGE  Trendline 1.0 T.Flex 8V 4p,2017,2,2022,43697.0
523738,005096-2,VW - VolksWagen,Van 1.6 Mi (furgão),2002,5,2021,10120.0
523739,005363-5,VW - VolksWagen,Gol SELEÇÃO 1.6 Total Flex 8V 5p,2015,7,2021,36394.0
523740,005311-2,VW - VolksWagen,VOYAGE I MOTION 1.6 Mi Total Flex 8V,2015,4,2019,34380.0
523741,005224-8,VW - VolksWagen,Saveiro CROSSOVER 1.8 Mi Total Flex 8V,2007,7,2021,22334.0
523742,005290-6,VW - VolksWagen,Polo 1.6 E-Flex 8V 5p,2013,12,2019,29985.0
523743,005445-3,VW - VolksWagen,Golf Variant Comfortline 1.4 TSI Mec.,2016,6,2019,69525.0
523744,005184-5,VW - VolksWagen,Passat 2.8 V6 Protect Tiptronic,2005,12,2020,28564.0
523745,005361-9,VW - VolksWagen,VOYAGE SELEÇÃO 1.6 Total Flex 8V 4p,2015,12,2021,42429.0
523746,005015-6,VW - VolksWagen,Quantum 2.0 Mi,2002,8,2018,15223.0
523747,005011-3,VW - VolksWagen,Parati GL 1.8 Mi/ Club 1.8 Mi 2p e 4p,1999,10,2019,13006.0
523748,005307-4,VW - VolksWagen,Fox 1.0 Mi Total Flex 8V 3p,2014,4,2021,33148.0
523749,005419-4,VW - VolksWagen,CROSSFOX  I MOTION 1.6 T. Flex 16V 5p,2018,10,2019,55125.0
523750,005288-4,VW - VolksWagen,Polo BLUEMOTION 1.6 Total Flex 8V 5p,2015,4,2022,46872.0
523751,005075-0,VW - VolksWagen,Passat Variant 2.0,1996,9,2019,9438.0
523752,005394-5,VW - VolksWagen,Gol Comfort. I MOTION 1.6 T. Flex 8V 5p,2018,10,2020,39615.0
523753,005201-9,VW - VolksWagen,Fox Sportline/Sports 1.0/1.0 Tot.Flex 3p,2007,1,2019,16895.0
523754,005471-2,VW - VolksWagen,TIGUAN 1.4 TSI 16V 150cv 5p,2017,9,2019,92433.0
523755,005246-9,VW - VolksWagen,Saveiro CROSSOVER 1.6 Mi Total Flex 8V,2007,9,2018,19547.0
523756,005356-2,VW - VolksWagen,Golf GTi 2.0 TSI 220cv Aut.,2022,1,2018,139541.0
523757,005370-8,VW - VolksWagen,Golf Comfortline 1.4 TSI 140cv Aut.,2015,3,2021,59560.0
523758,005054-7,VW - VolksWagen,Passat Pointer GTS,1989,4,2022,7952.0
523759,005178-0,VW - VolksWagen,Gol Special 1.6 Mi 8V 99cv 2p,2003,11,2018,10819.0
523760,005261-2,VW - VolksWagen,Passat Variant 3.2 V6 FSI 24V 250cv Tip.,2010,3,2019,54580.0
523761,005029-6,VW - VolksWagen,Gol 1000i Plus 2p,1997,1,2019,6980.0
523762,005291-4,VW - VolksWagen,TIGUAN 2.0 TSI 16V 200cv Tiptronic 5p,2016,1,2022,96770.0
523763,005029-6,VW - VolksWagen,Gol 1000i Plus 2p,1997,11,2018,7401.0
523764,005166-7,VW - VolksWagen,Parati 1.8 Mi Tour 8V 99cv 4p,2003,1,2022,19442.0
523765,005031-8,VW - VolksWagen,Gol Furgao 1.0 mi,1998,6,2020,6428.0
523766,005312-0,VW - VolksWagen,VOYAGE I MOTION TREND 1.6 Mi T. Flex 8V,2014,10,2018,34320.0
523767,005379-1,VW - VolksWagen,VOYAGE  Trendline 1.0 T.Flex 8V 4p,2017,6,2018,38486.0
523768,005043-1,VW - VolksWagen,Logus 1.8 / CLi / CL,1997,6,2021,7258.0
523769,005085-7,VW - VolksWagen,Golf 1.6Mi/ 1.6Mi Gener./Black & Silver,2006,10,2017,22692.0
523770,005309-0,VW - VolksWagen,Gol I MOTION 1.6 Mi Total Flex 8V 4p,2015,1,2019,30898.0
523771,005063-6,VW - VolksWagen,Santana GLi / GL/ Sport 1.8/ 2.0,1997,6,2020,9863.0
523772,005145-4,VW - VolksWagen,Parati 1000 Mi 16V 4p Turbo,2004,4,2018,16909.0
523773,005308-2,VW - VolksWagen,Fox 1.0 Mi Total Flex 8V 5p,2014,5,2018,31410.0
523774,005268-0,VW - VolksWagen,Saveiro SURF 1.6 Mi Total Flex 2p,2016,12,2017,43442.0
523775,005244-2,VW - VolksWagen,Gol COPA 1.6 Mi Total Flex 8V 4p,2006,5,2022,24733.0
523776,005111-0,VW - VolksWagen,New Beetle 2.0 Mi Mec./Aut.,2010,8,2017,38194.0
523777,005115-2,VW - VolksWagen,Passat Variant Turbo 1.8 Tiptronic,2005,9,2018,25913.0
523778,005303-1,VW - VolksWagen,Fox PRIME/Higli. 1.6 Total Flex 8V 5p,2014,2,2022,43785.0
523779,005110-1,VW - VolksWagen,Parati 2.0 Mi/ 2.0 Mi Track & Field,2005,6,2022,24139.0
523781,005021-0,VW - VolksWagen,Saveiro CL/ Summer 1.8 Mi e 1.8,2002,10,2020,17207.0
523782,005299-0,VW - VolksWagen,Saveiro TROOPER 1.6 Mi Total Flex 8V,2013,6,2018,31178.0
523783,005440-2,VW - VolksWagen,Passat Variant R-Line TB 2.0 TSI Tip. 5p,2014,6,2018,116973.0
523784,005277-9,VW - VolksWagen,Gol (novo) 1.6 Power/Highi T.Flex 8v 4P,2017,3,2019,41420.0
523785,005250-7,VW - VolksWagen,SPACEFOX COMFORTLINE 1.6 Mi T.Flex 8V 5p,2018,10,2020,50021.0
523786,005080-6,VW - VolksWagen,Gol GLS 2.0 Mi,1999,9,2021,15086.0
523787,005309-0,VW - VolksWagen,Gol I MOTION 1.6 Mi Total Flex 8V 4p,2015,5,2020,29810.0
523788,005426-7,VW - VolksWagen,SpaceCross 1.6 Mi Total Flex 16V,2017,8,2020,52982.0
523789,005038-5,VW - VolksWagen,Gol TSi 2000 2p e 4p,1999,3,2020,12213.0
523790,005298-1,VW - VolksWagen,Saveiro 1.6 Mi Total Flex 8V CE,2014,11,2020,32608.0
523791,005366-0,VW - VolksWagen,up! move 1.0 Total Flex 12V 5p,2019,11,2021,55795.0
523792,005493-3,VW - VolksWagen,VOYAGE 1.6 MSI Flex 8V 4p,2022,5,2022,91816.0
523793,005104-7,VW - VolksWagen,Gol 1.8 Mi,2004,4,2020,13345.0
523794,005412-7,VW - VolksWagen,Gol Trendline 1.6 T.Flex 8V 3p,2015,11,2021,34570.0
523795,005430-5,VW - VolksWagen,Golf Variant Highline 1.4 TSI Aut.,2016,2,2022,95816.0
523796,005121-7,VW - VolksWagen,JETTA  GLX III 2.8 VR6,1995,5,2018,8770.0
523797,005407-0,VW - VolksWagen,Fox Comfortline 1.0 Flex 8V 5p,2015,8,2021,38625.0
523798,005459-3,VW - VolksWagen,Saveiro Robust 1.6 Total Flex 8V,2022,3,2021,61584.0
523799,005436-4,VW - VolksWagen,up! cross 1.0 TSI Total Flex 12V 5p,2019,2,2021,53447.0
523800,005052-0,VW - VolksWagen,Parati GLSi 2.0 / GLS/ Surf 1.8,1997,8,2017,13670.0
523801,005040-7,VW - VolksWagen,Gol GTi 2.0,1997,3,2022,23130.0
523802,005302-3,VW - VolksWagen,Golf SILVER EDIT. 2.0 Mi T.Flex 8v Mec.,2010,8,2020,30101.0
523803,005276-0,VW - VolksWagen,Gol (novo) 1.6 Mi Total Flex 8V 4p,2015,7,2018,31885.0
523804,005112-8,VW - VolksWagen,Passat 2.8 V6 Tiptronic,2005,12,2020,23915.0
523805,005019-9,VW - VolksWagen,Santana Exclusiv 2.0 Mi/ Executivo 2.0i,1999,2,2018,14581.0
523806,005188-8,VW - VolksWagen,Parati CROSSOVER 2.0 8V/ 1.0 16V TB 4p,2005,10,2020,18539.0
523807,005075-0,VW - VolksWagen,Passat Variant 2.0,1996,6,2020,9244.0
523808,005333-3,VW - VolksWagen,Polo Sportline 2.0 Mi Total Flex 8V 5p,2013,9,2018,35036.0
523809,005445-3,VW - VolksWagen,Golf Variant Comfortline 1.4 TSI Mec.,2016,11,2017,79733.0
523810,005088-1,VW - VolksWagen,Passat 1.8 Mec.,2001,9,2020,13267.0
523811,005413-5,VW - VolksWagen,Passat R-Line TB 2.0 TSI Tiptronic 4p,2014,10,2021,88730.0
523812,005473-9,VW - VolksWagen,up! Pepper 1.0 TSI T.Flex 12V 5p,2019,12,2019,54275.0
523813,005322-8,VW - VolksWagen,SPACEFOX SPORTLINE/HIGHLINE I MOTION 1.6,2015,7,2017,54308.0
523814,005010-5,VW - VolksWagen,Parati CL 1.8 Mi 2p e 4p,1999,8,2020,12084.0
523815,005021-0,VW - VolksWagen,Saveiro CL/ Summer 1.8 Mi e 1.8,2002,5,2021,17887.0
523816,005459-3,VW - VolksWagen,Saveiro Robust 1.6 Total Flex 8V,2022,4,2021,64733.0
523817,005404-6,VW - VolksWagen,Fox Comfortline I Motion 1.6 Flex 8V 5p,2022,10,2017,56837.0
523818,005104-7,VW - VolksWagen,Gol 1.8 Mi,2004,8,2018,14992.0
523819,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,2022,8,2018,75313.0
523820,005027-0,VW - VolksWagen,Fusca,1996,12,2017,14624.0
523821,005487-9,VW - VolksWagen,TIGUAN Allspac Comf 250 TSI 1.4 Flex,2020,5,2022,174998.0
523822,005261-2,VW - VolksWagen,Passat Variant 3.2 V6 FSI 24V 250cv Tip.,2010,7,2021,47245.0
523823,005448-8,VW - VolksWagen,Golf Comfortline 1.6 MSI Total Flex Mec.,2016,2,2019,62597.0
523824,005240-0,VW - VolksWagen,Kombi Lotação 1.4 Mi Total Flex 8V,2013,8,2022,41910.0
523825,005521-2,VW - VolksWagen,Polo GTS 1.4 TSI 16V Flex,2022,9,2021,124063.0
523826,005140-3,VW - VolksWagen,Saveiro 2.0 Mi,2004,8,2018,21250.0
523827,005172-1,VW - VolksWagen,Polo 1.6 Mi/ S.Ouro 1.6Mi 101cv 8V 5p,2005,9,2019,16978.0
523828,005467-4,VW - VolksWagen,Golf Variant Comfort. 1.4 TSI T.Flex Aut,2017,9,2021,98909.0
523829,005355-4,VW - VolksWagen,Golf Highline 1.4 TSI 140cv Aut.,2015,2,2021,64760.0
523830,005145-4,VW - VolksWagen,Parati 1000 Mi 16V 4p Turbo,2004,1,2019,16449.0
523831,005476-3,VW - VolksWagen,Polo Highline 200 TSI 1.0 Flex 12V Aut.,2022,12,2020,88622.0
523832,005202-7,VW - VolksWagen,Fox Sportline/Sports 1.6/1.6 Tot.Flex 3p,2007,5,2022,23290.0
523833,005151-9,VW - VolksWagen,Parati 1.0 Mi Plus 16v 4p,2003,8,2022,15859.0
523834,005434-8,VW - VolksWagen,Fox Trendline 1.0 Flex 12V 5p,2018,12,2020,39814.0
523835,005124-1,VW - VolksWagen,Gol 1.6 Mi/ Power 1.6 Mi 4p,2004,10,2017,15365.0
523836,005227-2,VW - VolksWagen,Gol City (Trend) 1.0 Mi Total Flex 8V 2p,2015,2,2020,21273.0
523837,005080-6,VW - VolksWagen,Gol GLS 2.0 Mi,1999,12,2021,16390.0
523838,005479-8,VW - VolksWagen,Polo 1.0 Flex 12V 5p,2022,6,2018,50702.0
523839,005302-3,VW - VolksWagen,Golf SILVER EDIT. 2.0 Mi T.Flex 8v Mec.,2010,5,2021,32282.0
523840,005171-3,VW - VolksWagen,Golf GTi 1.8 Mi 180/193cv Turbo 4p Mec.,2009,1,2022,45230.0
523841,005004-0,VW - VolksWagen,Gol 1000 Mi Plus 16V 2p e 4p,1999,3,2022,13393.0
